0.6875158187015273,-5.089341655991416,2.318793437730694,BLACK,BLACK,THICK
9.611700996756317,1.2232867562683882,2.6926271874937524,BLUE,RED,THIN
3.8180761880228165,-9.188752571784976,5.816395530362055,GREEN,RED,THICK
-3.9765978119448278,0.9175691460155058,5.072949677719634,GREEN,BLACK,THICK
-0.36635736829587096,-3.050452368553593,8.273417350250716,BLUE,BLUE,THICK
8.953520674644368,7.252855106708568,2.1559219781493257,BLACK,PURPLE,THIN
-3.1520689192355134,-7.830683185119558,9.37171873795108,PURPLE,GREEN,THICK
-0.6822985506186825,-5.451096879224894,9.432072827748762,BLACK,GREEN,THIN
7.822972464331668,-0.29552974230255025,4.816884732379215,RED,GREEN,THICK
-7.998493112886083,-0.5485568849621849,0.027111639713521173,BLACK,BLACK,THIN
7.586174694187941,6.700897802198229,7.836697889684781,PURPLE,RED,THICK
5.765112459137523,-9.52815229597435,5.060582558743327,PURPLE,BLACK,THIN
-6.475512582721631,-6.45859313459362,0.5124289833871456,GREEN,PURPLE,THICK
-6.436322944982512,8.467029451684125,7.481671974083164,RED,BLUE,THIN
-3.8765035331084547,3.8044036135715515,4.754190137767433,RED,RED,THIN
7.952078327469367,-5.869596840614322,4.502943050071718,BLUE,BLUE,THICK
-1.1887470786702021,-5.153104089926316,4.942729143614689,RED,RED,THICK
1.100888508985399,-5.38168998514026,8.91795168269971,BLACK,BLACK,THIN
-8.970359256240712,-7.579101277645764,9.062724463926267,PURPLE,GREEN,THICK
-1.2851134736689769,5.251639897169806,0.5502696215600074,PURPLE,RED,THIN
1.6011549954904805,7.670542562053724,5.8800798232446345,BLACK,GREEN,THIN
9.670740521382564,6.448927124024097,4.398619415840044,GREEN,BLUE,THIN
-2.18173938342132,4.4674618011431,8.214823042682019,PURPLE,RED,THICK
5.012855408265715,-3.8936343775624147,5.706551829209307,RED,BLUE,THICK
-5.739038200772123,2.104952895609836,9.470583487736354,BLACK,GREEN,THIN
7.271613184268455,6.96226520941349,4.4160782770457345,BLUE,BLACK,THIN
-7.354322955879857,2.8484167567107335,5.909531052369781,BLACK,BLACK,THICK
9.265196472799543,7.365288465074341,8.33341788623065,RED,RED,THICK
-8.696349939270931,2.0942639789709325,8.858130983627856,BLACK,RED,THIN
7.339016259372899,-1.3922998202687396,2.8324800546715196,BLACK,RED,THICK
-8.19697975840454,3.821132992364287,0.11663821119742246,GREEN,BLACK,THICK
-7.725450174145043,0.1440595589128293,2.868954253220116,PURPLE,BLACK,THICK
-4.573895359572753,-5.178177650360706,2.6359794700282815,GREEN,PURPLE,THICK
-2.495291551459566,-7.56495313348708,2.4902294108272365,RED,PURPLE,THICK
-3.6919172615865117,1.023276491199887,5.978353811119302,GREEN,BLUE,THICK
9.690071694899297,-6.712112561596221,6.704718559392157,PURPLE,RED,THICK
0.5752264026854395,5.952526818571949,4.910518109314408,RED,BLUE,THIN
-5.842068327384402,-8.281510307615687,0.8976842638057516,BLACK,BLUE,THIN
