-2.5606698076849232,-0.1036849310338166,7.826587491726469,-8.426550119038778,8.491992431013491,9.940448248503605,BLUE,BLACK,PURPLE,BLUE,THIN,THIN,THIN
-3.9977509141209984,5.714461251049059,6.128841088269384,-5.8227192757844115,3.69427575826243,7.4026339736084825,BLACK,BLACK,RED,BLACK,THIN,THIN,THIN
-2.1587722804330864,0.39143188158559994,3.6005701431198567,-5.354901886685933,-6.767459595204887,8.86289767003431,GREEN,RED,RED,PURPLE,THIN,THICK,THIN
-5.756184730805544,3.8972325403317765,-4.8249340863642605,-7.810631697516267,-4.554987691801986,-4.356864642122301,RED,RED,GREEN,BLUE,THICK,THIN,THIN
-0.9624117172019506,5.14991749172912,1.5828361219810247,-0.37198647658442674,8.675552620744009,-0.9707704662755301,GREEN,BLUE,BLACK,PURPLE,THICK,THIN,THIN
-0.7308811561443171,8.838127118773235,9.118633887056605,-9.061875592179419,-1.308312388379722,-0.28450466294192367,PURPLE,RED,PURPLE,RED,THICK,THIN,THICK
7.060357808232313,-2.223307965230587,8.026293091995624,-2.955671049910661,0.28218549728001463,-0.39530907423185013,PURPLE,BLACK,BLACK,PURPLE,THICK,THICK,THICK
-2.6664979041854515,7.4032990838811354,4.456744169573346,-4.293168487897258,-8.861020060645679,-3.145906723446517,PURPLE,BLUE,RED,GREEN,THICK,THICK,THIN
-1.093807476905413,-5.167696874923094,8.43828506622191,0.13542777022682806,-4.321861002458282,-3.060120961504186,BLUE,BLACK,GREEN,GREEN,THIN,THICK,THIN
2.03227330325673,0.3729849361056843,9.658571726695444,9.564901848514237,-8.381341076577701,-3.42841479487618,PURPLE,PURPLE,GREEN,BLUE,THIN,THICK,THIN
-7.35491987479749,-8.041925978831868,7.506211743459813,-5.665993401530068,1.052979916782851,5.346277116473946,BLACK,RED,BLACK,RED,THIN,THICK,THIN
1.672769570435685,-2.486800588838979,5.441795959174078,-6.2626778574891375,-7.682698959667426,-3.3570790401841597,GREEN,BLUE,PURPLE,BLUE,THIN,THICK,THIN
9.61911233984596,-3.4290211687866456,-4.259547107661432,-0.5018447682386729,-2.7098705671823096,0.2605901219028155,BLUE,GREEN,GREEN,BLUE,THIN,THIN,THICK
3.266902426335978,5.209501390664176,-1.0015170056281644,-1.9429815980642564,-3.3547798156880697,-8.106740899313394,BLUE,PURPLE,PURPLE,PURPLE,THIN,THICK,THICK
-3.3099186271631647,-6.82916098393826,-2.3825124820698393,8.70709812828664,2.0637935567550088,4.647841117927069,RED,GREEN,PURPLE,RED,THICK,THIN,THICK
-7.900541406032952,-6.971815545013477,8.825651810750562,-1.39161975990916,2.5223912685829806,8.162498517000065,BLUE,GREEN,BLACK,BLUE,THIN,THIN,THIN
-7.250761051944058,-6.8438331976635745,-5.867173703862318,-6.148112575066548,2.9845853412167482,-7.934155360166606,RED,PURPLE,PURPLE,GREEN,THICK,THICK,THIN
8.761527753838648,-9.438470785308656,-2.169892782578187,8.053175693940352,-1.949437698751474,9.03189615190574,BLUE,BLUE,GREEN,BLACK,THIN,THICK,THICK
-4.096247433809242,9.391530236461426,3.9543267968431284,0.2113700021082714,7.13433190539809,-1.3589353727743774,BLUE,GREEN,RED,GREEN,THICK,THIN,THIN
0.12180412408863539,9.813442540625735,2.5936249056966627,7.029427011891,8.191985369391771,2.4420903773209943,RED,RED,BLUE,GREEN,THIN,THICK,THICK
-6.954927344800572,-5.137067372090242,-4.1722716812366,-5.087675529087104,3.207859405816121,-0.10172018479800293,BLACK,BLUE,RED,BLUE,THICK,THIN,THIN
7.13888869959152,-3.7701401515525355,-4.168196041735029,-7.205643473011191,-4.134864147264208,8.17245654366259,GREEN,BLUE,BLACK,BLACK,THICK,THIN,THIN
-5.688485736643491,6.802153090610746,2.675572991461399,8.078947962600852,4.0734542843265,-3.0207086059898955,BLUE,BLUE,PURPLE,BLACK,THICK,THIN,THIN
-8.037156823530003,-8.965157331174535,3.1907065351951474,4.7230447915840585,-8.638778491294845,-9.491462699921602,RED,RED,PURPLE,PURPLE,THICK,THICK,THIN
