-4.274630698096982,9.222805748932087,-2.0155809656174264,2.4920313936808682,BLACK,PURPLE,PURPLE,BLACK,GREEN,THIN,THIN,THICK,THIN
-0.9377777318208729,9.81052390137414,4.669840869660488,5.182854756383349,PURPLE,RED,GREEN,PURPLE,GREEN,THIN,THICK,THICK,THICK
-3.4447287760144745,5.029102503119738,2.184882147130856,-3.93093148734728,BLUE,BLUE,BLUE,GREEN,GREEN,THIN,THIN,THICK,THIN
-9.7100460673281,5.546831059622899,-1.5579778807052183,2.7130590859006176,GREEN,GREEN,GREEN,BLUE,GREEN,THICK,THICK,THIN,THIN
-0.7158153905415432,8.044873456663446,7.884614427429309,-1.070493451785067,RED,PURPLE,BLACK,PURPLE,BLUE,THIN,THIN,THIN,THICK
-4.550723122392979,3.716242917315217,1.1942995495522188,-6.085837757010612,GREEN,PURPLE,PURPLE,PURPLE,RED,THIN,THICK,THIN,THIN
-8.982071555767886,0.38550103124510904,-2.7757696810305266,-1.1584101445418968,BLUE,BLACK,BLACK,PURPLE,GREEN,THICK,THIN,THIN,THICK
-0.33032600902865283,7.614405050959498,3.8913292282775416,6.050746817422271,PURPLE,PURPLE,RED,RED,GREEN,THIN,THICK,THICK,THIN
-1.3514767980833255,1.12560683620081,4.240500206511444,-6.033672454163447,RED,BLACK,RED,GREEN,BLUE,THICK,THIN,THICK,THIN
-7.711747490006344,0.299094391866656,0.10820341890091711,-1.1511724069490201,BLUE,PURPLE,GREEN,GREEN,PURPLE,THIN,THIN,THICK,THICK
-6.481126701310984,9.239528143994182,-1.7313558891303122,3.1244143654293195,RED,BLACK,RED,BLACK,PURPLE,THICK,THICK,THICK,THICK
-3.2890767696328718,5.254250737094482,6.53047576163222,-0.31468141395685034,BLUE,RED,RED,RED,GREEN,THICK,THIN,THIN,THIN
-2.0679790842103065,4.40328693755902,7.150067685434423,2.797590554282346,BLUE,GREEN,BLUE,BLUE,RED,THIN,THIN,THIN,THIN
-3.7567789410690935,9.01204734012539,-2.4117891421867315,5.342275269285092,BLACK,RED,PURPLE,GREEN,BLACK,THICK,THICK,THICK,THIN
-2.9044430192879487,2.0722201691254116,-2.5243666611539393,-0.02020743364430455,GREEN,BLACK,GREEN,GREEN,GREEN,THIN,THICK,THICK,THIN
-1.5763414433527974,9.96448782927211,5.320701927560878,3.871761639182732,GREEN,PURPLE,BLACK,PURPLE,BLACK,THIN,THIN,THICK,THIN
-8.726643375590069,1.0824900769177288,-1.7728400358427407,-7.860856363518154,RED,BLUE,RED,BLACK,BLACK,THICK,THIN,THICK,THICK
-8.243177526849239,2.8300143099243065,-3.3970646414321575,-3.2035863345013254,GREEN,RED,GREEN,BLUE,RED,THIN,THIN,THIN,THIN
-1.0770086200799316,1.9103866805166758,0.8037455478407003,-0.746346818505387,GREEN,RED,BLACK,BLUE,RED,THICK,THIN,THIN,THIN
-1.8166083562635755,5.267646688270324,1.1783063768292137,0.9989256734123044,BLACK,PURPLE,RED,PURPLE,GREEN,THICK,THIN,THIN,THIN
-0.5811999760438784,8.55106874644078,0.6615672094835343,2.053695107461558,BLACK,BLUE,GREEN,BLUE,GREEN,THICK,THICK,THIN,THICK
-8.418235064349936,7.442480701103704,-6.644125492874759,0.2329851622782444,GREEN,BLUE,PURPLE,PURPLE,PURPLE,THIN,THICK,THIN,THICK
-3.121947503598644,7.303917962147491,4.785492978366397,5.3459100943160935,BLUE,BLUE,RED,BLACK,GREEN,THIN,THIN,THICK,THICK
-0.5199191634965015,3.5419600766537305,8.116581096307717,-1.7101064495898242,PURPLE,PURPLE,PURPLE,BLACK,GREEN,THICK,THIN,THICK,THICK
-4.184529590813857,2.474760929518743,-0.3984036339770234,-0.9554881336185783,BLUE,BLUE,PURPLE,PURPLE,BLUE,THIN,THIN,THIN,THICK
-4.596441467338999,2.5968698998779316,-4.38152525823819,-7.172189503408417,BLACK,RED,BLUE,RED,PURPLE,THIN,THIN,THICK,THIN
-9.001165304043472,5.64995418915656,-2.5650103261635326,3.458371388373982,BLACK,BLACK,BLUE,GREEN,RED,THIN,THICK,THICK,THIN
-9.100784742570223,9.697732534822112,-7.172513203438078,2.979465198057075,PURPLE,BLACK,BLUE,GREEN,RED,THIN,THICK,THICK,THIN
-1.4190351645356962,9.556784022230817,4.230104443341532,8.002810131528774,BLACK,BLUE,PURPLE,BLUE,RED,THIN,THIN,THIN,THIN
-7.2500503479501965,1.301515172710525,0.644891753204555,-7.41564258573576,BLACK,RED,RED,BLACK,BLACK,THICK,THIN,THIN,THIN
-0.3349466123133382,1.3037542226112488,1.0024116228444333,1.1432515116860007,BLACK,PURPLE,BLUE,RED,BLUE,THICK,THIN,THICK,THIN
-5.895738304116328,1.2190849837266344,1.309842175623797,0.7942908344530055,BLACK,RED,PURPLE,PURPLE,BLACK,THIN,THICK,THIN,THICK
